esco_skill_label,esco_skill_uri,max_similarity,n_similar,mean_similarity,max_similarity_capability
breed ducks ,http://data.europa.eu/esco/skill/686a7176-712d-4b7c-8afd-6abe8346d1be,0.8729490637779236,0,0.6678163015265208,generate language models and motions without the need for training
oversee promotional sales prices,http://data.europa.eu/esco/skill/687010cd-3f09-45c1-b6f8-0b860c129699,0.9074828028678894,1,0.6537472158937291,accurately forecast sales and aftersales demand
install sprinkler systems,http://data.europa.eu/esco/skill/687c2470-c2bb-4891-a643-6bcee71a0ac5,0.8906136751174927,0,0.6570588123944927,"configure, control and program mobile systems"
tend belt branding machine,http://data.europa.eu/esco/skill/68828bd3-4137-4a1f-9a1c-57060418d56d,0.8324539661407471,0,0.6358543746375687,monitor cage and large machine utilization
boil water,http://data.europa.eu/esco/skill/6882a311-b19e-438b-9cff-7eb8930d9e42,0.8616073727607727,0,0.5639604647719291,utilize conductivity sensor to compare data levels of pure water and salt solutions
operate automated stage movement control system,http://data.europa.eu/esco/skill/688e1fc3-cb58-4d56-85a0-97b84f37fb4a,0.9309637546539307,38,0.7224243518014326,integrate intelligent operation and maintenance systems
write technical reports related to trees,http://data.europa.eu/esco/skill/68949f17-32a2-469e-b874-2fe7ac1cef34,0.9277573823928833,32,0.7182913693704602,"integrate various data sources like code, documentation, and logs to provide root cause and resolution suggestions with supporting evidence"
moderate a debate,http://data.europa.eu/esco/skill/689ab3c4-aa1d-4fc6-9725-499326c9780d,0.8983800411224365,0,0.6472075796733983,link directly to moments in meeting minutes or a video where potential opportunities were discussed
facilitate the bidding process,http://data.europa.eu/esco/skill/68a596a2-6255-42bd-b3b1-e33a2214bef6,0.9412518739700317,54,0.7141160558156152,streamline and accelerate the contracting process
draw up marketing and sales plan,http://data.europa.eu/esco/skill/68ad2716-36f4-4445-a437-ebfce0e23430,0.9030946493148804,1,0.7058347730665245,plan and manage workforce with a strategic workforce management solution
adhere to health well-being and safety,http://data.europa.eu/esco/skill/68aefa78-9a8c-4d5f-879a-abcfe1cd464f,0.9223687648773193,38,0.7045241340805708,manage security and adherence to business and regulatory compliance requirements across different locations
follow up accounts receivables,http://data.europa.eu/esco/skill/68b51538-b056-4cb3-bb15-ab8c3e576cc9,0.9109151363372803,1,0.682257306735063,speed up the application to decision process for working capital finance
read standard blueprints,http://data.europa.eu/esco/skill/68b6ef08-d823-489d-a95c-752ae6f6e6a7,0.9045531153678894,2,0.7188635612976237,recognize and extract text from images and documents using optical character recognition
process arisings from treework operations,http://data.europa.eu/esco/skill/68ba4030-d1ea-42c4-ac39-14cd19749169,0.942155122756958,90,0.7105789679306745,accelerate the permitting and construction planning processes
examine credit ratings,http://data.europa.eu/esco/skill/68babd52-64d1-4904-a476-173828217fd2,0.9045978784561157,1,0.7055225876579087,assess the status and volume of work on critical assets
operate boiler,http://data.europa.eu/esco/skill/68bb49f4-59b7-489e-8903-4aea01fb5fc3,0.8959436416625977,0,0.6866302156406672,support simultaneous charging and discharging of EVs and storage batteries
self-promote,http://data.europa.eu/esco/skill/68c27e3e-a3f7-4f76-856a-761d65364199,0.9126327037811279,8,0.7156326440358916,"manage promotional, loyalty, and media investments for every individual customer"
develop sewerage networks,http://data.europa.eu/esco/skill/68d5d7e2-1e9e-4b2b-bce9-ff6c687e4f45,0.9365704655647278,304,0.7386447852769759,"develop digital tools for monitoring, measuring, and controlling water usage in fields"
examine crime scenes,http://data.europa.eu/esco/skill/68defa68-cb54-4d99-89ac-af6bfd71946b,0.8920278549194336,0,0.6397793133146076,precisely outline and quantify instances of caries
compute results of games,http://data.europa.eu/esco/skill/68e58c57-7a58-483f-a80c-fad4bace2b04,0.8730978965759277,0,0.6355461206960176,pull millions of data points for models and comp sheets
forecast products' demand,http://data.europa.eu/esco/skill/68e73bf6-2838-4705-86f4-e4bda4ac8a6f,0.8851544857025146,0,0.6826125633856952,enhance store associates' performance and productivity
specify landscape design components,http://data.europa.eu/esco/skill/68e8e227-b843-4f2b-8572-9cbe63aada3a,0.9356071949005127,87,0.7283543882175897,connect functions across the product design and manufacturing lifecycle
promote cultural venue events,http://data.europa.eu/esco/skill/68f6ecc0-51c8-4b08-ad90-a312c0cb07f8,0.8803694248199463,0,0.6604116460571946,provide customized operation support and services to local lifestyle merchants in promotional and sales efforts
provide information on the effects of childbirth on sexuality,http://data.europa.eu/esco/skill/68f909bf-1b0f-45f4-bbea-b5edb6747740,0.9344484806060791,15,0.5995141835450731,offer insights on the effectiveness of continuous listening strategies
conduct small vessel operation start-up procedures,http://data.europa.eu/esco/skill/690a0cce-ed94-4d20-a739-4a4d3aea9e38,0.9161055088043213,3,0.6705604116231253,speed up and smooth the reporting for mammography accreditation
determine authorship of documents,http://data.europa.eu/esco/skill/690c2c8a-0d51-454d-92cd-50acdf61639b,0.9576070308685303,172,0.6322941664458364,interpret semantics and context of documents
negotiate publishing rights,http://data.europa.eu/esco/skill/691f970b-db3d-4658-aa07-5fc94baecd5d,0.8925943374633789,0,0.6492094742859392,produce licensing tools for artists to control their likeness and receive royalties
liaise with film exhibitors,http://data.europa.eu/esco/skill/6926e3fc-67ac-47ac-938e-4af566866ebd,0.7947956919670105,0,0.5445306384130866,balance horror film scariness with humor
add paint hardeners,http://data.europa.eu/esco/skill/69282ad4-8793-421e-a42c-636b75f32aac,0.7873684167861938,0,0.5606995508757266,manage precise color matching
order inventories of car care supplies,http://data.europa.eu/esco/skill/69305232-384d-4003-8539-6ae8eb59daa1,0.882028341293335,0,0.6361332143854029,enable direct booking of home care without agency
engage passers-by in conversation,http://data.europa.eu/esco/skill/693695f4-5ee1-4d35-8ea7-f18ba6a44d84,0.9094589352607727,1,0.6190477208639857,capture signatures without in-person meetings
drain hazardous liquids,http://data.europa.eu/esco/skill/6937f761-607c-4f9f-ab56-549e875a5deb,0.8783916234970093,0,0.6484865186520239,remove costly and complex barriers to working with physical devices
ensure compliance with electricity distribution schedule,http://data.europa.eu/esco/skill/694e1e70-3e22-4d72-a3ac-b5f92951423d,0.9296635985374451,194,0.7428213775146068,automate stakeholder communication with report scheduling and distribution
manage meteorological database,http://data.europa.eu/esco/skill/694f1a0a-b6bd-453f-af6d-a833503da307,0.9284489154815674,4,0.7214374640066453,manage relational databases
test gas purity,http://data.europa.eu/esco/skill/6957717a-84f7-4af5-9791-b3f6f5cf6084,0.8364548087120056,0,0.5681976539749409,calculate potential oil and gas volumes
monitor pulp quality,http://data.europa.eu/esco/skill/695b888d-cdcf-4ba8-8425-53da04ebf063,0.8799874782562256,0,0.6305177479846107,"choose print options like substrates, inks, and coatings"
develop documentation in accordance with legal requirements,http://data.europa.eu/esco/skill/695c3249-18e7-4435-bdb8-54a16011159d,0.945378303527832,110,0.7175895678782412,generate documents in alignment with healthcare requirements
implement sustainable procurement,http://data.europa.eu/esco/skill/6962058d-9808-4820-a6bc-d7cabce60cde,0.9264300465583801,111,0.712289482020311,provide timely critical intelligence for governments and enterprises to safeguard citizens and infrastructure
prepare veterinary anaesthetic equipment,http://data.europa.eu/esco/skill/6963e364-fb91-4dee-8985-5f7859ba7ad0,0.9198487997055054,45,0.7220606471113175,provide surgeons with performance indicators for specific tasks during procedures
check passenger tickets,http://data.europa.eu/esco/skill/6969bcc6-93f1-4afd-bad8-64ed72c9b041,0.8326793909072876,0,0.5946285529486623,provide search results for air tickets and hotels based on relevant descriptions
monitor social impact,http://data.europa.eu/esco/skill/696e604d-53d2-4243-a6cb-a99663caa119,0.9176881909370422,16,0.7099176073652628,track and assess the propagation of misinformation impacting national security concerns
utilise regular expressions,http://data.europa.eu/esco/skill/697dcc9f-ae92-4506-b5f2-e770d7589f74,0.9213718771934509,8,0.6789217244846987,allow developers to build applications with a single SQL++ query using the vector index
provide feedback to teachers,http://data.europa.eu/esco/skill/698d7dd3-1192-4f8c-9d1b-478b573b4994,0.9532450437545776,524,0.6596461262314847,provide insights to educators
design campaign actions,http://data.europa.eu/esco/skill/698dabf4-ee23-4398-a4a8-9dff73830eca,0.9065548777580261,1,0.684068917467002,orchestrate corrective actions
animate in the outdoors,http://data.europa.eu/esco/skill/698dccfd-c6e9-4a39-b3bf-0715d6246e44,0.9120666980743408,4,0.6381948263335283,power equity and inclusivity in the classroom
read water meter,http://data.europa.eu/esco/skill/698ff0a8-5811-4035-8064-1a96240fa190,0.8672894835472107,0,0.6539481569640964,utilize conductivity sensor to compare data levels of pure water and salt solutions
ensure maintenance of railway machinery,http://data.europa.eu/esco/skill/69925c23-6fed-4baa-8bf3-e5aaeb6b0b54,0.9058279395103455,1,0.6758284169946182,ensure safety of rail operations
instruct others,http://data.europa.eu/esco/skill/699e7c26-6502-4e78-a823-3656ff5a5b8b,0.8816397786140442,0,0.6557852092863872,understand drivers and support them
prescribe treatments related to surgical procedures,http://data.europa.eu/esco/skill/69a6df31-677e-4c84-aee9-24252bdd5df0,0.939490795135498,67,0.6967304991145649,utilize data and results to generate trained machine learning models to improve the diagnosis and prediction of urological diseases such as bladder cancer
oversee yarn characterisation,http://data.europa.eu/esco/skill/69a8d03b-d132-4e45-a59f-d84e4ad362a1,0.9116373062133789,10,0.6972077319393107,improve the efficiency and effectiveness of the expert matching process
operate marine communication systems,http://data.europa.eu/esco/skill/69ab1f34-a861-49ab-96bb-1f235002d3f1,0.9054461717605591,7,0.7198672316667283,provide personalized and targeted training programs based on individual physical and functional parameters
perform small vessel safety procedures,http://data.europa.eu/esco/skill/69b393eb-0695-4e49-956a-b8b953338674,0.8991823792457581,0,0.6874507082338924,take large manufacturing data sets on operational failures to identify contributing parts
operate LHD,http://data.europa.eu/esco/skill/69b8fc3e-b896-4c14-b71b-ee7819dfd111,0.8950392603874207,0,0.6075090789007295,"design cutting-edge solutions for ease of operation and maintenance in large-scale, ground-mounted PV plants"
manufacture fabric furnishings,http://data.europa.eu/esco/skill/69bb4be4-8b8e-46a7-8834-8df5303cbe33,0.8637943267822266,0,0.6042626687566748,customize footwear and apparel designs
prepare rehearsals,http://data.europa.eu/esco/skill/69bbd200-b404-402d-9d1d-69bc066e22cb,0.9025965929031372,4,0.673915492423985,determines the color and form of products and moves them to their proper spot
operate landscaping equipment,http://data.europa.eu/esco/skill/69c865d1-39d6-48ae-b33f-75a7e9cc1811,0.9244970679283142,29,0.6732856332508995,"develop digital tools for monitoring, measuring, and controlling water usage in fields"
support veterinary diagnostic procedures,http://data.europa.eu/esco/skill/69cbecb1-2a77-42b6-ae0b-61507e85ddec,0.9352235198020935,59,0.7268463624315936,conduct evaluation and usability testing with care providers
implement ICT risk management,http://data.europa.eu/esco/skill/69cfc5ed-6569-4aca-a4cc-fd782ba51d9c,0.9553507566452026,430,0.7423883886669544,"automate and improve traceability for risks, threats, and vulnerabilities throughout the product lifecycle"
write Swedish,http://data.europa.eu/esco/skill/69eb9999-814b-4293-8d6c-633e49f64de4,0.8237193822860718,0,0.4744074221846497,assist in writing configurations
ensure equipment availability,http://data.europa.eu/esco/skill/69f23426-9279-4fe6-a283-24c2aa4c855d,0.9287647604942322,49,0.732000592031907,ensure interoperability for traceability systems
advise on communication strategies,http://data.europa.eu/esco/skill/69f36674-440a-4fa0-89f9-1b70172ebb9d,0.9538997411727905,122,0.7218901635182271,provide relevant information and recommendations based on customer preferences and previous interactions
"undertake procedures to meet requirements for flying aircraft heavier than 5,700 kg",http://data.europa.eu/esco/skill/6a018f47-e8eb-484c-9750-9ee304329876,0.8902332186698914,0,0.6895368910766674,optimize payload weight while adhering to regulatory constraints
monitor art scene developments,http://data.europa.eu/esco/skill/6a025696-1aae-4904-9bf3-342dadb634a9,0.8681083917617798,0,0.6436387946669048,create and explore design concepts in immersive workspaces
test pipeline infrastructure operations,http://data.europa.eu/esco/skill/6a0aab53-6246-41e8-a910-e7a13f314860,0.9283234477043152,66,0.7410106681136323,accelerate the permitting and construction planning processes
install transport vehicle interior components,http://data.europa.eu/esco/skill/6a152c3a-5d86-4d3f-a21e-ac14c80bd152,0.9009747505187988,1,0.693810709786951,deploy autonomous vehicles for material handling in logistics and manufacturing
coordinate drilling,http://data.europa.eu/esco/skill/6a259051-86bf-4d55-a72e-c795d4ec1f23,0.8922739624977112,0,0.6764285159616366,accelerate the permitting and construction planning processes
set brand positioning,http://data.europa.eu/esco/skill/6a2c391b-1fcd-4f10-8827-5d1cb4a4d9ad,0.8790779709815979,0,0.6978701824258656,establish a transparent and affordable pricing model
develop automated software tests,http://data.europa.eu/esco/skill/6a322874-e32f-4cd8-9683-badce67a7f73,0.9288408756256104,32,0.7501500783404872,apply sophisticated data models and machine learning to identify and resolve noncompliance in drug discount programs
manage capture broodstock operations,http://data.europa.eu/esco/skill/6a37e62d-0c83-4200-899f-b958a402d337,0.8895694017410278,0,0.6892590816003481,"automate and improve traceability for risks, threats, and vulnerabilities throughout the product lifecycle"
assess museum object condition,http://data.europa.eu/esco/skill/6a429716-fa3d-453f-9b0c-658d25ed0085,0.9221343994140625,56,0.6802307129280636,provide a systemwide view of the manufacturing process
operate cockpit control panels,http://data.europa.eu/esco/skill/6a50499d-70cc-4fa7-9895-682302d08f16,0.8915080428123474,0,0.7055369919978942,integrate security and control features into complete systems
perform electromagnetic geophysical measurements,http://data.europa.eu/esco/skill/6a526bbc-4b59-4662-8226-addc32e4be77,0.9316623210906982,41,0.710168512299959,perform feature extraction and classification of EEG signals
operate imagesetter,http://data.europa.eu/esco/skill/6a57def2-7b11-4b50-95b8-b16498795ad9,0.9085798859596252,3,0.7093785776112617,utilize feature extraction and classification techniques for motor image signals
study community as a target community,http://data.europa.eu/esco/skill/6a583f89-12f3-4a6e-91c6-4ff61142cce1,0.9210591912269592,14,0.6996221995214,act as a comprehensive guide to responsible and enjoyable cannabis use
sterilise fermentation tanks,http://data.europa.eu/esco/skill/6a59a529-fd1b-42c6-a723-cceb7c4f7a1d,0.8618751764297485,0,0.6308508648934884,use less water and cleaning agents
manage company transport strategy,http://data.europa.eu/esco/skill/6a59e69f-4f2c-4277-bbb3-c7bb792569d5,0.933646023273468,93,0.7188062925617662,streamline and accelerate management of manufacturing operations
repair wells,http://data.europa.eu/esco/skill/6a61569d-56a5-4777-8da5-a7c0a09d95e7,0.8692950010299683,0,0.6620802989559983,"develop digital tools for monitoring, measuring, and controlling water usage in fields"
comply with farm regulations,http://data.europa.eu/esco/skill/6a627ab6-3b8f-4366-9559-cea882fe4cee,0.9511105418205261,33,0.671532304143053,comply with regulations
educate on emergency management,http://data.europa.eu/esco/skill/6a66039e-0580-473b-a605-eedfdab85a2d,0.9335419535636902,46,0.7023170408354463,create and enforce custom security policies based on severity and remediation steps
calibrate mechatronic instruments,http://data.europa.eu/esco/skill/6a72c057-499f-4fe4-b425-0fbe2a50ce07,0.9197046160697937,31,0.7144478492514599,deliver custom analog ICs in a fraction of the time compared to traditional methods
create business process models,http://data.europa.eu/esco/skill/6a7792a9-888a-46ad-afc9-2c0d94c8fde6,0.9492359161376953,653,0.7445875630322855,critical design information and processes
adjust scraper bars,http://data.europa.eu/esco/skill/6a793311-f785-4948-9ae9-8c29f42414de,0.8057847619056702,0,0.6063067434754432,adjust picture and sound settings with machine learning
wax imperfections,http://data.europa.eu/esco/skill/6a7baae0-a2c3-4cf1-843f-618b829a2a09,0.8285056948661804,0,0.5708590998042106,determines the color and form of products and moves them to their proper spot
organise entry to attractions,http://data.europa.eu/esco/skill/6a84bb32-b025-4abb-b88b-f1b882a9f022,0.9373733401298523,181,0.6969580138097662,provide customized operation support and services to local lifestyle merchants in promotional and sales efforts
manage engineering project,http://data.europa.eu/esco/skill/6a899482-8bcf-40ca-ae67-579a1cc467ab,0.9324748516082764,39,0.7195021053320089,automate project and work management
develop tourism products,http://data.europa.eu/esco/skill/6a8e9cfe-b337-406b-8549-7db7cdc93c96,0.911385715007782,3,0.6967398938263951,develop innovative products and services
position V-belts on notching machine,http://data.europa.eu/esco/skill/6a927f7e-e49d-4f94-8a45-d86b3b6a22d8,0.8668848872184753,0,0.4988898616935503,replace mechanical buttons with touch-on-metal interfaces
monitor pregnancy,http://data.europa.eu/esco/skill/6aa0f78f-2d68-432b-ab08-e3f504571076,0.9252622723579407,39,0.6344570683414408,prevent the overlooking of potential abnormalities in radiography
remove air bubbles from fibreglass,http://data.europa.eu/esco/skill/6aa7b4cc-4b05-4107-8063-9ba85f93bf60,0.8701474666595459,0,0.5980237964124729,monitors air quality and suggests ways to prevent stains caused by pollutants
use techniques to improve wine features,http://data.europa.eu/esco/skill/6ab23365-c07e-4e95-aeff-7f57429b5315,0.9224114418029785,44,0.7013961890473749,enable contact centers to use artificial intelligence and automation to improve business outcomes and transform customer experiences
plan pilotage,http://data.europa.eu/esco/skill/6ab316ef-985c-45d8-85a5-79c774d2728d,0.8514671325683594,0,0.6222496411238441,plan freight movement
advise on loans of art work for exhibitions,http://data.europa.eu/esco/skill/6ab43249-d856-453b-9f45-37c3f8dae339,0.9028491973876953,2,0.6731178239926465,offer choice of icebreaker messages based on interests and hobbies
verify product specifications,http://data.europa.eu/esco/skill/6ab7c99f-a430-419c-a881-8ef945230e4d,0.9213306903839111,18,0.7174177198453058,automatically bring product catalog online with complete and accurate product descriptions
implement operational business plans,http://data.europa.eu/esco/skill/6abb92c9-0553-4d3d-add8-8240494e182d,0.9437668919563293,441,0.7422379251925459,comprehensive customer experience throughout the implementation and support processes
maintain blocking notes,http://data.europa.eu/esco/skill/6ac933ae-90d4-4ff8-a972-603577c43ada,0.9023969173431396,2,0.6943652343452554,eliminate traditional barriers and complexities associated with developing applications for the cloud
plan nursing care,http://data.europa.eu/esco/skill/6acf652c-33b2-4e28-8f79-1e553f255229,0.9438400864601135,18,0.670782986159242,document assessments and care plans
maintain responsive design,http://data.europa.eu/esco/skill/6ad40ca3-dc34-4442-b23f-0b1b28936f56,0.9207655787467957,35,0.7346695707302596,design platform for client-established firewalls and safety measures
hire post-production team,http://data.europa.eu/esco/skill/6ae3851a-b6e0-4b7c-8b86-17ae71d6f910,0.8815823793411255,0,0.5779163239700454,assemble project-specific engineering teams
maintain the security of machinery,http://data.europa.eu/esco/skill/6ae49291-0472-4c3d-a0af-d6797f20b82d,0.9433525204658508,103,0.6690840501911167,ensure the safety of deliveries
manage office facility systems,http://data.europa.eu/esco/skill/6ae8306a-4f9d-4410-ac82-6406f3cbd16a,0.9302663803100586,113,0.7215413400729591,"simplify the building, monitoring, and data management of smart machines"
educate on data confidentiality,http://data.europa.eu/esco/skill/6aef2baa-5fa7-4c16-bd28-3e070ec4e4df,0.9412184357643127,157,0.7302771081391208,engage with modern consumer interests without relying on personal data
develop water purification methods,http://data.europa.eu/esco/skill/6af000e5-a451-4f78-9feb-723971f2ad05,0.9466736316680908,248,0.7229163357907424,accelerate the permitting and construction planning processes
test physical properties of textiles,http://data.europa.eu/esco/skill/6af2d621-650e-4954-863f-cb87ee071016,0.9327697157859802,108,0.712999322139921,accelerate uptake of computer simulations for testing medicines and medical devices
conduct preoperative investigations,http://data.europa.eu/esco/skill/6af2f535-433b-4c38-b31b-ab14a8bac266,0.9213158488273621,7,0.7017336936848309,accelerate the remediation process for static analysis violations
perform HACCP inspections for aquatic organisms,http://data.europa.eu/esco/skill/6b1d825a-7759-4787-a2d8-c9fd2d6a52ac,0.9258377552032471,74,0.7236515279593857,generate language models and motions without the need for training
create 3D characters,http://data.europa.eu/esco/skill/6b21150f-e704-4758-b102-63fd3412543c,0.9460015296936035,42,0.5355395694270499,create detailed 3D visualizations
maintain system logs,http://data.europa.eu/esco/skill/6b222aac-688c-4c9d-acbc-7fe25d37565e,0.9109652042388916,4,0.7113287158918661,automate construction and maintenance of data pipelines
assist in the production of laboratory documentation,http://data.europa.eu/esco/skill/6b29b77f-7265-4dae-8309-78077f99ab60,0.9632198214530945,303,0.6818850008151489,assist in the identification of promising drugs and targets
defend human rights,http://data.europa.eu/esco/skill/6b2bc23e-67e1-4587-9dfb-a09af24aeafa,0.8635237812995911,0,0.6294225524057807,promote better human recognition and communication about impending problems during labor
operate digital hardware,http://data.europa.eu/esco/skill/6b2f8802-0cbf-436e-a37f-ca55ede41bbc,0.9338973164558411,37,0.7241170809351608,scalable and infinitely adaptable computer vision platform for industrial automation use cases
"organise information, objects and resources",http://data.europa.eu/esco/skill/6b305973-8993-475f-bd8a-daf037c61401,0.9481800198554993,560,0.7524483759707931,"securely ingests vast amounts of data including team feedback, assessments, company content, learning and training materials, prior conversations to precisely tailor advice to each user"
process collected survey data,http://data.europa.eu/esco/skill/6b30644d-bdc5-4bca-b1af-edbf5c6b15ee,0.9382209181785583,199,0.6817282006762182,segmentation and data analysis
operate metal sheet shaker,http://data.europa.eu/esco/skill/6b324e60-ccc3-44c2-adc7-c12cc84c9fa7,0.8579587340354919,0,0.6486806973545134,create applications with drag and drop reusable components
operate dump truck,http://data.europa.eu/esco/skill/6b3581c6-b768-4530-bbd3-ae8ba3c8a8c6,0.8659661412239075,0,0.5992243500770598,operate autonomous industrial vehicles
regulate flow of shredded tobacco,http://data.europa.eu/esco/skill/6b361d50-a76f-4d84-8bee-091a4f6e0a5d,0.9244638085365295,10,0.6096408028144091,automate processing and flow of documents
manage grain storage,http://data.europa.eu/esco/skill/6b41a7b7-0747-4dc3-a90d-6107a585790b,0.8650117516517639,0,0.6386761234994954,optimize packaging to use least amount of material while maintaining product integrity
prevent sea pollution,http://data.europa.eu/esco/skill/6b41fcd8-85eb-4b27-b409-05ffcc663a3d,0.8499917984008789,0,0.5777029571563798,certify biodiversity protection at the European level
maintain broadcast equipment,http://data.europa.eu/esco/skill/6b42f6d0-709f-4011-b777-2c8ecc559214,0.8907524347305298,0,0.7041192270490126,manage operations for ADAS service and calibration businesses
operate optical equipment,http://data.europa.eu/esco/skill/6b49d940-6440-4dd7-a960-3d7c5ef51e83,0.9160358905792236,4,0.7156428536637413,develop custom semiconductor photonic devices for optical networks and optical sensing
develop an artistic approach to your interpretation,http://data.europa.eu/esco/skill/6b4bff9e-11e7-45b9-9b21-2d205c2fe771,0.9367402791976929,57,0.6977271518074667,harness the power of multimodal learning to revolutionize knowledge retention and acquisition
maintain septic tanks,http://data.europa.eu/esco/skill/6b52e519-063a-44c5-a10e-b49243c5f370,0.854129433631897,0,0.6469388208177986,use less water and cleaning agents
implement care programmes for children,http://data.europa.eu/esco/skill/6b58a6d2-89cf-4ab5-bb62-eb29ae968934,0.937601625919342,54,0.7022828967027508,provide healthcare organizations with valuable insights to ensure appropriate reimbursements for patient care and improve health outcomes
develop flood remediation strategies,http://data.europa.eu/esco/skill/6b5d032a-b85a-44ea-9dad-5201048d2dd2,0.9309007525444031,61,0.7148932463231373,accelerate the permitting and construction planning processes
develop with cloud services,http://data.europa.eu/esco/skill/6b643893-0a1f-4f6c-83a1-e7eef75849b9,0.9307448267936707,99,0.738879329497861,"embed code generation capabilities for data model, application logic, and test script creation"
catch poultry,http://data.europa.eu/esco/skill/6b648b57-debd-4bf7-8524-48921596c855,0.8718830347061157,0,0.6224997254808027,perform purchasing and procurement for food industry
prepare dietary meals,http://data.europa.eu/esco/skill/6b6babbe-2243-4772-9f8b-daa4c43c92a0,0.8557920455932617,0,0.6132257368948133,transform meal photos into dietary assessments and recommendations
test medicinal products,http://data.europa.eu/esco/skill/6b6c1537-58c1-45e1-b4e4-f5193fb0a6dc,0.8869938254356384,0,0.6676681015704571,create and test diagnostic approaches
carry out artificial insemination of livestock,http://data.europa.eu/esco/skill/6b6c6b8f-3a1d-43af-a40a-73fb50518d00,0.9137497544288635,22,0.6850695584227454,improve identification of complications during labor and delivery
understand spoken Portuguese,http://data.europa.eu/esco/skill/6b7968ae-34fc-44cf-bbe4-28bded032004,0.7904931902885437,0,0.5338055578694963,understand context and meaning
use fishing vessel equipment,http://data.europa.eu/esco/skill/6b801335-15e6-47d4-8863-9a5844949106,0.8647988438606262,0,0.653478275507326,determine necessary protective gear and equipment for crews
use ballasts,http://data.europa.eu/esco/skill/6b839893-1cfc-467d-89ce-b5daa5d0f78f,0.8872520327568054,0,0.6841754374578534,use minimal system resources
advocate for social service users,http://data.europa.eu/esco/skill/6b85a3ef-4518-42e1-84ff-55ff13c2641f,0.9323020577430725,79,0.7253796532546435,improve routing and context for customer service
oversee assembly operations,http://data.europa.eu/esco/skill/6b9194f0-f8bb-4b9a-96a5-2203c9c2671b,0.9474431276321411,170,0.7333905277212288,manage security and adherence to business and regulatory compliance requirements across different locations
understand written Romani,http://data.europa.eu/esco/skill/6b99d4ad-f0aa-44bb-a75e-a65c32fc5d2f,0.7889936566352844,0,0.5154676486201458,produce clear summaries of complex texts
draw up stage layouts digitally,http://data.europa.eu/esco/skill/6b9c6280-cd0b-4462-885e-da63fe5918ea,0.8369504809379578,0,0.5329465471185019,speed up and simplify digital innovation process
use paint safety equipment,http://data.europa.eu/esco/skill/6ba52a7d-4581-4948-a498-fb78629f4afa,0.8680513501167297,0,0.6611359228797985,determine necessary protective gear and equipment for crews
supervise worker safety,http://data.europa.eu/esco/skill/6badc79b-4353-4f95-b248-57a9ed07c7ac,0.9399552941322327,8,0.6739886821735472,ensure safety of workers and assets
handle humanitarian response programs,http://data.europa.eu/esco/skill/6bae0078-d7e1-46c5-b4ce-0d70cbf9016b,0.9206269383430481,11,0.7099736519382208,"build understanding of customer environments for threat prevention, detection, and response"
teach linguistics,http://data.europa.eu/esco/skill/6bb0026e-3c7f-4b97-88bc-4da7d956b090,0.9301869869232178,22,0.6477693951539675,"provide research, analysis, and expertise in geopolitical challenges"
abide by business ethical code of conducts,http://data.europa.eu/esco/skill/6bc02a4a-66af-4b49-9bd3-d07695d52b42,0.9339593648910522,44,0.6709229613572838,automates the construction of policies and procedures
insert core structures,http://data.europa.eu/esco/skill/6bc0f148-431e-4323-9dc5-f217a757e890,0.8709079623222351,0,0.6627538155254847,efficiently identify evidence of cervical cancer and precancerous lesions using whole-slide imaging
communicate commercial and technical issues in foreign languages,http://data.europa.eu/esco/skill/6bc57b80-37c8-4c9a-be7b-960d2e44fb77,0.9330375790596008,32,0.6983795620378953,ensure accuracy and fluency in translation and transcription for Asian languages
maneuver cylinders,http://data.europa.eu/esco/skill/6be00ca2-9e51-48fa-82e2-06e413efc184,0.8520428538322449,0,0.6305497558820018,gain visibility into shipments and orders across all modes and geographies on a single platform
design musical instruments,http://data.europa.eu/esco/skill/6be072f1-e340-4f6d-851b-3e64f6f57446,0.871419370174408,0,0.6573492342270736,orchestrate machine learning models and automation elements
adjust planer,http://data.europa.eu/esco/skill/6be59d18-33f8-4e08-aa34-dd55de5b1528,0.9139450788497925,5,0.6842597918881621,determines the color and form of products and moves them to their proper spot
interact verbally in Latvian,http://data.europa.eu/esco/skill/6be5f174-9b46-4b76-9aa1-177f3845b615,0.914896547794342,2,0.4979185856581467,communicate in multiple languages
conduct veterinary consultation,http://data.europa.eu/esco/skill/6be60dda-a0d8-490e-9d24-df7c7003d41f,0.935517430305481,48,0.7257528898764761,conduct evaluation and usability testing with care providers
undertake procedures to meet UAV flight requirements,http://data.europa.eu/esco/skill/6be7dc56-44ee-4c8d-bc0b-2f95bc5d6ffe,0.91558837890625,9,0.7183206760047874,"intelligent system knows the optimum digital flow and when to call each system for each step and the best way to source and normalize data, including when human intervention is required"
calculate tote price,http://data.europa.eu/esco/skill/6be902f1-9675-4e57-a398-f5be3598a1f0,0.8360689282417297,0,0.594888599806932,calculate price sensitivity
manage service contracts in the drilling industry,http://data.europa.eu/esco/skill/6bee2e0f-4f12-4a82-a395-370cf0567c12,0.9374091029167175,123,0.6875727981923845,provide broad visibility in the industry
place orders for bakery ingredients,http://data.europa.eu/esco/skill/6bf4f085-82d2-4b21-9aa5-9c1f955becab,0.878113865852356,0,0.6434101097299672,assist authoring for purchase order entries including packing list and product labeling instructions
